ID,URL,Thumbnail URL,Game,Vibrant,DarkVibrant,LightVibrant,Muted,DarkMuted,LightMuted,Price,Brief Description,Creator,Creator Itch.IO Page,Status,Updated,Platforms,Publisher,Release date,Rating,Authors,Genre,Made with,Tags,Average session,Languages,Inputs,Accessibility,Links,Number of Ratings
1405299,https://drpurpleguy.itch.io/femboy-clicker,https://img.itch.zone/aW1nLzgyMDU5ODIucG5n/315x250%23c/04eGWT.png,Femboy Clicker,#cc6e6e,#622222,#fcd4fc,#ab797c,#712727,#cb8db4,,A Femboy-Themed Clicker Game,Dr Purple Guy,https://drpurpleguy.itch.io,In development,11 days ago,HTML5,,,4.2,,Simulation,Godot,"Anime, clicker, femboy, Gay, LGBT, Point & Click",A few minutes,English,Mouse,,,5
1256643,https://hazumirein.itch.io/play-dead-3,https://img.itch.zone/aW1nLzczMjMxNTEuanBn/315x250%23c/%2BUPh4c.jpg,Play Dead! #3 - Fangs Fr Th Mmrs,#55b6b9,#0c4c54,#7beef0,#4aa1a5,#345758,#b3ddd9,,"A  story about a band, and their strange life on the road accompanied by a surprisingly lively dead dog.",Hazu @ Skelebun Studios,https://hazumirein.itch.io,Released,,"Windows, macOS, Linux",,,5,,"Visual Novel, Interactive Fiction",,"Comedy, Creepy, Episodic, Kinetic Novel, LGBT, Narrative, renpy, Story Rich, supernatural",,,,,,5
441687,https://apricotwtf.itch.io/pirates-of-gensokyo,https://img.itch.zone/aW1nLzIyMjI3MjIucG5n/315x250%23c/DlOch7.png,Pirates of Gensokyo,#c24047,#653020,#a4dcf4,#906844,#503326,#c7ada7,,,ApricotWTF,https://apricotwtf.itch.io,Released,,Windows,,,4.4,,"Visual Novel, Adventure",,"drama, LGBT, Romance, Touhou, touhou-fan-jam-4",,,,,,5
398839,https://nanna4673.itch.io/magari,https://img.itch.zone/aW1nLzE5NzY1MjUucG5n/315x250%23c/6yw%2B3A.png,Magari,#ca7373,#602424,#e39e9c,#b45e5f,#6e2a2a,#dcb4b4,,Gay Gals In Rome,nanna4673,https://nanna4673.itch.io,In development,,"Windows, macOS",,,5,,Visual Novel,,"contemporary, gxg, LGBT, Slice Of Life",,,,,,5
92466,https://tothdeck.itch.io/i-did-a-bad-thing,https://img.itch.zone/aW1hZ2UvOTI0NjYvNDM0MTEyLnBuZw==/315x250%23c/bFEsGr.png,I Did a Bad Thing.,#f52c1c,#78120b,#f9887f,#921006,#040504,#921006,,An ultra hard narrative puzzle game that stretches beyond your device.,Thoth,https://tothdeck.itch.io,Released,,"Windows, macOS",,,2.8,,"Puzzle, Role Playing",RPG Maker,"Halloween, Horror, LGBT, RPG Maker, true-story",,,,,,5
1040992,https://thebittersoul.itch.io/helluva-boss-flaming-fashion,https://img.itch.zone/aW1nLzYxOTU1NTIuZ2lm/315x250%23cm/BZpAeS.gif,Helluva Boss Flaming Fashion,#d3ad78,#04042a,#fbf38e,#987772,#553b49,#c4b693,,I.M.P. takes a break from assassinating humans to play dress up!,bitter,https://thebittersoul.itch.io,Released,15 days ago,Windows,,,4.6,,"Role Playing, Adventure",,"2D, Cute, Fangame, Furry, Gay, LGBT, Pixel Art, Short, Singleplayer",A few minutes,,,,,5
546884,https://passionteam.itch.io/super-passion-heaven-mag-demo,https://img.itch.zone/aW1nLzI4NjE5MDcucG5n/315x250%23c/4xwRDM.png,Super Passion Heaven [Early Demo],#dc442c,#69140c,#fbc991,#a96c4d,#891a0f,#935005,,A sci-fi VN / Rhythm Game / Depression Simulator.,Ash Dague,https://passionteam.itch.io,In development,,Windows,,,3.4,,"Visual Novel, Rhythm",,"artificial-intelligence, LGBT, LGBTQIA, Sci-fi",,,,,,5
491186,https://harlevin.itch.io/lilith-hall,https://img.itch.zone/aW1nLzI3MzIyMjUucG5n/315x250%23c/6B%2Btqf.png,Lilith Hall,#bf3f3f,#0c0404,#dd9b9b,#828381,#3e3939,#c8c2c7,$5.00,"At this all women's boarding school, humans are trained to be perfect fighting machines.",minyan,https://harlevin.itch.io,Released,22 days ago,"Windows, macOS, Linux",,,3.8,,"Visual Novel, Interactive Fiction",,"First-Person, Lesbian, LGBT, Multiple Endings, Queer, Romance, Story Rich, Yuri",,,,,,5
506643,https://bill-tcult.itch.io/its-just-the-end-of-the-world-love,https://img.itch.zone/aW1nLzI2MjYyNDYucG5n/315x250%23c/8C6ZRr.png,"It's Just The End of the World, Love",#f216b2,#0a1856,#fc65f2,#867282,#1c1426,#9992a1,,Two girlfriends celebrate halloween in the zombie apocalypse.,Bill t'ergiest,https://bill-tcult.itch.io,Released,,,,,4.6,,Visual Novel,,"Cute, Lesbian, LGBT, LGBTQIA, Post-apocalyptic, Romance, RPG Maker, Yuri, Zombies",,,,,,5
1021897,https://fruitbat-factory.itch.io/mamiya,https://img.itch.zone/aW1nLzU4MjYyMDkucG5n/315x250%23c/6c94ex.png,MAMIYA - A Shared Illusion of the World's End,#d04832,#743c2c,#d4a089,#9c7960,#463f32,#d3b3a7,$19.99,,Fruitbat Factory,https://fruitbat-factory.itch.io,Released,,Windows,,,4.8,,Visual Novel,,"Dark, LGBT, Mystery, Singleplayer",,,,,https://store.steampowered.com/app/1394930/MAMIYA/,5
317184,https://crystalgameworks.itch.io/crossworlds,https://img.itch.zone/aW1nLzE1NjIyNTQucG5n/315x250%23c/%2FcrqxU.png,Crossed Paths:Connected Worlds ~At First Sight~,#ca1d48,#4a1932,#c66474,#a57b7a,#424422,#d0a4ad,,An unhappy girl gets an unexpected visitor from another world.,Crystal Game Works,https://crystalgameworks.itch.io,Released,,"Windows, macOS, Linux, Android",,,3.2,,Visual Novel,,"Anime, Cute, Female Protagonist, Lesbian, LGBT, renpy, Romance, Story Rich, Yuri",,,,,,5
31984,https://jillgamesh.itch.io/stealth,https://img.itch.zone/aW1hZ2UvMzE5ODQvMTM2MDIzLnBuZw==/315x250%23c/PJuUDk.png,STEALTH,#b84c83,#943c6c,#d886ba,#647496,#343b4d,#a8b1c5,,A story about getting everything you ever wanted and what comes next.,Jillian Maywhether,https://jillgamesh.itch.io,Released,,,,,4.4,,Interactive Fiction,Twine,"LGBT, Story Rich, Text based, Twine",About a half-hour,English,Mouse,,,5
284156,https://tabkimpton.itch.io/dream-dandies,https://img.itch.zone/aW1hZ2UvMjg0MTU2LzEzODIwNzQuanBn/315x250%23c/4KMRbi.jpg,Dream Dandies,#8c3c44,#5e1451,#e4dcc4,#9a7d84,#542424,#d4c7b2,,Come along to the Fancy Pants Gentleman's club where you could meet the Dandy of your Dreams,TabKimpton,https://tabkimpton.itch.io,Released,,Windows,,,4.2,,Visual Novel,,"bisexual, Comedy, Dating Sim, Gay, LGBT, Romance, Yaoi",,,,,,5
978129,https://tinysamm.itch.io/confession-center,https://img.itch.zone/aW1nLzU4MTQ4NzYucG5n/315x250%23c/2poeig.png,Confession Center,#e5ba13,#7c4c07,#9cdcb4,#5c9c5c,#5c2c2c,#d2b6b3,,Just 3 days to confess... at an anime convention!? (Romantic VN),TinySamm,https://tinysamm.itch.io,Released,,"Windows, macOS, Linux, HTML5",,,4.8,,Visual Novel,"Twine, Adobe Photoshop","browser, Gay, LGBT, Narrative, non-binary, Queer, Romance, Transgender, Twine",About a half-hour,English,Mouse,,,5
200349,https://gensuta.itch.io/saturday-fright,https://img.itch.zone/aW1hZ2UvMjAwMzQ5Lzk1NjQ4MC5qcGc=/315x250%23c/POMsQs.jpg,Saturday Fright,#94bccd,#2a4c5a,#9cbcd4,#8f7385,#66534d,#ccbcac,,Monster girls + social anxiety at a party,gensuta,https://gensuta.itch.io,Released,,HTML5,,,4.2,,Role Playing,Twine,"Lesbian, lesbians, LGBT, LGBTQIA, monster-girls, Text based, Twine",,,,,,5
1069702,https://pizzapranks.itch.io/indiepocalypse-18,https://img.itch.zone/aW1nLzYzOTMwNTguZ2lm/315x250%23cm/Ty%2FHYi.gif,Indiepocalypse #18,#cf642c,#704329,#c4a665,#8b9b60,#4c3724,#b3bc7b,$15.00,Issue #18 of a monthly indie game anthology collecting games from 10 developers.,PIZZAPRANKS,https://pizzapranks.itch.io,Released,5 days ago,"Windows, macOS, Linux",,,5,,"Action, Adventure, Puzzle, Visual Novel",,"Bitsy, Creative, First-Person, LGBT, Story Rich, Surreal",,,,,,5
849890,https://lindaknowsnothing.itch.io/a-moment-of-bliss,https://img.itch.zone/aW1nLzU4MDg2OTEuanBn/315x250%23c/YOh%2FGa.jpg,A MOMENT OF BLISS,#4cabd3,#703c13,#92d4f1,#8aa352,#5c422d,#9cc49c,,A 2D adventure game about wanderlust and the longing for freedom.,lindaknowsnothing,https://lindaknowsnothing.itch.io,Prototype,,HTML5,,,4.4,,Adventure,Unity,"2D, Atmospheric, Female Protagonist, LGBT, nature, Relaxing, Short, Singleplayer, Walking simulator",,,,,,5
1177452,https://i-am-rawfish.itch.io/purrfect-apawcalypse-if3,https://img.itch.zone/aW1nLzY4NTYzNDMucG5n/315x250%23c/WwlgoF.png,Purrfect Apawcalypse IF3,#f6477b,#86168c,#fb6488,#ab6592,#81477b,#e0c2d1,,This is the PA series fourth Fan-game!,RAWFISH,https://i-am-rawfish.itch.io,Released,,"Windows, macOS",,,4.8,,Visual Novel,,"Animals, Cute, Dark, Dogs, Gore, Horror, LGBT",,,,,,5
1093197,https://drrmimi.itch.io/danganronpa-revive,https://img.itch.zone/aW1nLzYyOTc2ODUucG5n/315x250%23c/R3Ku2E.png,Danganronpa: REVIVE,#d955a3,#761f1b,#ecaa83,#a85e8b,#603347,#dccec4,,Welcome to the Monoco Resort and Casino!,drr.mimi,https://drrmimi.itch.io,In development,,"Windows, macOS, Linux",,,4.8,,Visual Novel,Ren'Py,"danganronpa, Dark, Female Protagonist, LGBT, Mystery, renpy",About an hour,English,,,https://drrevive.carrd.co/,5
51137,https://massimow.itch.io/this-is-where-i-want-to-die,https://img.itch.zone/aW1hZ2UvNTExMzcvMjI1NTAwLmpwZw==/315x250%23c/s0%2FPT9.jpg,This Is Where I Want To Die,#eab31b,#866407,#f6d77d,#9c8c64,#4e4129,#8f6c09,,You have to remember your past …,Marcel Weyers,https://massimow.itch.io,Released,,"Windows, macOS, Linux",,"Mar 17, 2013",3.8,,"Visual Novel, Adventure, Interactive Fiction",Ren'Py,"Black and White, Dark, Kinetic Novel, LGBT, Mystery, renpy, Singleplayer, Story Rich",A few minutes,"German, English, Spanish; Castilian, French, Italian, Dutch, Russian","Keyboard, Mouse, Xbox controller, Gamepad (any), Smartphone","Color-blind friendly, Subtitles, Blind friendly","http://en.marcel-weyers.de/visualnovels/this-is-where-i-want-to-die/, http://marcelweyers.bandcamp.com/album/this-is-where-i-want-to-die",5
1366212,https://circodinamita.itch.io/starstruck,https://img.itch.zone/aW1nLzgwMDc3MjEucG5n/315x250%23c/hI%2Btk9.png,Starstruck,#fc5faf,#820243,#fc84cb,#895790,#96024d,#ba76b5,,Love is sweet but not when its your least favorite idol,CircoDinamita,https://circodinamita.itch.io,Prototype,,HTML5,,,4.8,,Visual Novel,,"2D, bl, Cute, Funny, Gay, LGBT, Narrative, Unity, Yaoi",,,,,,5
692129,https://meiri.itch.io/apple-pie,https://img.itch.zone/aW1nLzM4MjI4NjgucG5n/315x250%23c/e6QijG.png,Apple Pie,#fc2b2b,#1d78ad,#f97b79,#a97b69,#5e4943,#cfbea0,,A sickly sweet girl's love sim.,Meiri,https://meiri.itch.io,Canceled,,Windows,,,4,,Role Playing,RPG Maker,"2D, Casual, Cute, Dating Sim, LGBT, Pixel Art, Romance, RPG Maker, Slice Of Life, Yuri",About an hour,English,"Keyboard, Xbox controller",Configurable controls,,5
38050,https://brwarner.itch.io/grofast-industries,https://img.itch.zone/aW1hZ2UvMzgwNTAvODAxNzgwLnBuZw==/315x250%23c/rApFf3.png,Grofast Industries,#4a8ab4,#1c3444,#a1c2d8,#74948e,#2c393a,#2c526c,,Trapped between hopeless lives and drowned in the murk of undeniable truths...,Brook Jensen,https://brwarner.itch.io,Released,,"Windows, macOS, Linux",,"Dec 16, 2016",4.8,,"Role Playing, Interactive Fiction",Twine,"Dark, Female Protagonist, LGBT, Multiple Endings, Mystery, Sci-fi, Singleplayer, Story Rich, Twine",About a half-hour,English,"Keyboard, Mouse",,"http://studio.brwarner.net/pages/page-grofast.html, https://twitter.com/brwarner92",5
705098,https://lateral-games.itch.io/malboro-the-descent,https://img.itch.zone/aW1nLzM4OTc0MjYucG5n/315x250%23c/H4JsP3.png,Malboro: the Descent,#5cac48,#315d27,#acd7a1,#548441,#3c2c34,#396b2d,,Are you ready to descend?,Lateral Games,https://lateral-games.itch.io,Released,,"Windows, macOS, Linux, Android",,,4.4,,Role Playing,RPG Maker,"Anime, Dungeon Crawler, Exploration, JRPG, LGBT, RPG Maker, Turn-Based Combat",About a half-hour,English,"Keyboard, Mouse",,,5
480830,https://thelastyurisamurai.itch.io/down-with-westboro,https://img.itch.zone/aW1nLzI0NzcwNTUucG5n/315x250%23c/aHUdH4.png,Down With Westboro,#1e6cf2,#043c94,#f43c5c,#ac5ca4,#5e4a2f,#bbaeb6,,,TheLastYuriSamurai,https://thelastyurisamurai.itch.io,Released,,HTML5,,,4.2,,Role Playing,RPG Maker,"Lesbian, LGBT, LGBTQIA, Retro, RPG Maker, Tactical RPG",,,,,,5
283326,https://sevendaysfriend.itch.io/rose-garden,https://img.itch.zone/aW1hZ2UvMjgzMzI2LzEzNzY5NzcucG5n/315x250%23c/etK1J2.png,Rose Garden,#fc5970,#820214,#fca475,#c89090,#960217,#e4cccc,,A Style Savvy yuri kinetic VN!,sevendaysfriend,https://sevendaysfriend.itch.io,Released,,"Windows, macOS, Linux, Android",,,4.6,,Visual Novel,Ren'Py,"Anime, Cute, Female Protagonist, LGBT, renpy, Romance, Yuri",About a half-hour,"English, Spanish; Castilian","Keyboard, Mouse",,,5
972136,https://sk8terboii.itch.io/average,https://img.itch.zone/aW1nLzU1MjAxMzQuZ2lm/315x250%23cm/Hs57%2Fp.gif,Average,#ac1a4c,#047434,#ed8bad,#549490,#563443,#ad9db5,,Fight for your legacy.,Sk8terboii,https://sk8terboii.itch.io,Released,,"Windows, macOS, Linux, Android, HTML5",,,4.8,,Interactive Fiction,Twine,"LGBT, LGBTQIA, Story Rich, Transgender, Twine",A few minutes,English,"Mouse, Touchscreen",,,5
989441,https://dllott.itch.io/tethered,https://img.itch.zone/aW1nLzU2Mjg2MjUucG5n/315x250%23c/RcdXD3.png,Tethered - A Queer Romcom in Space,#cc28dd,#260749,#c795e7,#6758af,#2f294c,#d9cdb6,,Lesbians on a very long elevator ride,dllott,https://dllott.itch.io,Released,,"Windows, macOS, Android",,,4.6,,Visual Novel,,"2D, Anime, Comedy, Kinetic Novel, LGBT, renpy, Romance, Sci-fi, Yuri",About a half-hour,English,Mouse,,,5
8346,https://foolmoron.itch.io/kawaii-aishiteru-wormhole-adventure,https://img.itch.zone/aW1hZ2UvODM0Ni8yMzA1Ni5wbmc=/315x250%23c/r9i8Tv.png,Kawaii Aishiteru Wormhole Adventure,#683e91,#130458,#e590ed,#9d63a4,#4a3050,#b673ba,,A stupid HTML5 dating sim/visual novel involving time travel,foolmoron,https://foolmoron.itch.io,Released,,HTML5,,,3.6,,Visual Novel,Phaser,"dating, fuck, jam, LGBT, Multiple Endings, phaser, Romance, sim, touch",,,,,,5
465080,https://rainingsidewaysportfolio.itch.io/one-week,https://img.itch.zone/aW1nLzIzNjk4MTcucG5n/315x250%23c/a4FrYx.png,One Week At Birchwood University,#ea494c,#96322a,#fa9cd8,#9a827f,#482725,#e3cce3,,"A game about being trans, gay, and happy.",Ramona Neill,https://rainingsidewaysportfolio.itch.io,Released,,"Windows, macOS",,,3.8,,Visual Novel,,"Dating Sim, LGBT, LGBTQIA, Queer, Transgender",,,,,,5
1011814,https://tomputergames.itch.io/square-acting,https://img.itch.zone/aW1nLzYwOTI1NDEuZ2lm/315x250%23cm/9OtwSA.gif,SquareActing,#7f7f7f,#424242,#bcbcbc,#7c7c7c,#3c3c3c,#b4b4b4,,What's the harm in acting square?,tomputergames,https://tomputergames.itch.io,Released,,"Windows, macOS",,,4.8,,Platformer,Unity,"2D, Black and White, Casual, LGBT, LGBTQIA, Meaningful Choices, Pixel Art",About a half-hour,English,"Keyboard, Xbox controller",,,5
107645,https://smud.itch.io/winter-lover,https://img.itch.zone/aW1hZ2UvMTA3NjQ1LzQ5OTQ5MS5qcGc=/315x250%23c/9YsDeF.jpg,Winter Lover,#db8c23,#714912,#f4dcbc,#6c8494,#49677b,#a6bbc5,,Attempting to steal a woman's soul results in getting her heart instead,Smud Studios,https://smud.itch.io,Released,,"Windows, macOS",,,4.6,,Visual Novel,,"Fantasy, LGBT, Romance, Short",,,,,,5
1143965,https://kellythekraken.itch.io/siren,https://img.itch.zone/aW1nLzY2Mzg0MzQucG5n/315x250%23c/QWhW0t.png,a siren's promise,#d49c44,#5cac22,#b4cc86,#8c706e,#45863d,#acd4ac,,,kellythekraken,https://kellythekraken.itch.io,In development,,HTML5,,,4.8,,Visual Novel,,"Cute, Lesbian, LGBT, Pixel Art, Queer, Story Rich, Text based, Twine",,,,,,5
52184,https://crystalgameworks.itch.io/aopii,https://img.itch.zone/aW1hZ2UvNTIxODQvMjMxMzc2LnBuZw==/315x250%23c/bkWN6k.png,AOPII,#e2a027,#122f82,#94c9db,#9d7958,#58402d,#d2dde6,,Two teenagers deal with mental health problems and school.,Crystal Game Works,https://crystalgameworks.itch.io,Released,,"Windows, macOS, Linux",,,4.8,,"Visual Novel, Role Playing",Ren'Py,"Anime, artgame, Cute, Female Protagonist, LGBT, Mental Health, renpy, Story Rich, vn",About a half-hour,,,,,5
1377472,https://valerie-paris.itch.io/organarium,https://img.itch.zone/aW1nLzgwMjE0MDgucG5n/315x250%23c/zAn1QZ.png,Organarium,#b55c3b,#77250e,#e0a88c,#bc846c,#6e4134,#783d20,,Point and click adventure on a desolate world,Valerie Paris,https://valerie-paris.itch.io,Released,,Windows,,,5,,"Adventure, Puzzle",,"Creepy, First-Person, GameMaker, LGBT, Point & Click, Queer, Retro",,,,,,5
483735,https://sleepylesbee.itch.io/reflection,https://img.itch.zone/aW1nLzI0OTU3MTIucG5n/315x250%23c/Wtef72.png,Reflection,#8c70c4,#241c3c,#c5b4db,#7c64aa,#443660,#ab9bc4,,Entry for the Woman Game Jam 19. A game about independence and identity,Dani Benite,https://sleepylesbee.itch.io,Released,,HTML5,,,5,"Dani Benite, Giovanna Lopes, Fernanda Shimada, olmewe",Interactive Fiction,GB Studio,"Game Boy, Game Jam, jammer, LGBT, Pixel Art, wgj2019, wgjbr, wgjbrazil, wgjsp, womengamejam",A few minutes,English,"Keyboard, Touchscreen",,,5
897024,https://feyxuan.itch.io/liar-lioness,https://img.itch.zone/aW1nLzUwNjI3NjMucG5n/315x250%23c/dEWbGR.png,"LIAR, LIONESS",#805af6,#760e7f,#cc6cf2,#78559d,#4a3454,#b494ce,$10.00,Who serves a servant? [A fairy visual novel about power],feyxuan,https://feyxuan.itch.io,Released,,,,,5,,Visual Novel,,"Dark Fantasy, Dark Humor, Fairy Tale, Fantasy, LGBT",,,,,,5
1054401,https://corvaena.itch.io/telvoikai-vn,https://img.itch.zone/aW1nLzY1MDgyODYucG5n/315x250%23c/AfcgX6.png,Telvoikai VN,#379d9a,#1c1e60,#9cdcda,#449c9c,#264446,#b2b2b2,$1.99,Choose between exploring jungle tropics or navigating deep into a bioluminescent sea.,Corvaena,https://corvaena.itch.io,Released,,"Windows, macOS, Linux, Android",,,5,,"Visual Novel, Adventure, Role Playing","Godot, Clip Studio Paint","Fantasy, LGBT, Sci-fi",,,,,,5
427940,https://sympathycrime.itch.io/rainbow-dawn,https://img.itch.zone/aW1nLzQ1NTIxMzYucG5n/315x250%23c/MtyT24.png,Rainbow Dawn,#4763b7,#24325c,#9faed9,#5e9570,#365952,#c8cbc2,,An open world RPG inspired by Breath of the Wild and Pokemon Crystal Clear. (Currently working on a new update!),sympathycrime,https://sympathycrime.itch.io,Released,17 days ago,Windows,,"Nov 08, 2020",4.6,,"Role Playing, Adventure","RPG Maker, Clip Studio Paint","JRPG, LGBT, Open World, Pixel Art, RPG Maker, Singleplayer",A few hours,English,,,https://twitter.com/toxicbinary,5
216976,https://tabithanikolai.itch.io/sick-trans-sex-gloria,https://img.itch.zone/aW1hZ2UvMjE2OTc2LzEwMjQxNDAuanBn/315x250%23c/g3uGur.jpg,Sick Trans-Sex Gloria,#db997f,#67321d,#fbdfb5,#9f6f60,#493d35,#9c9494,,"Inception, death, and transmigration.",Tabitha Nikolai,https://tabithanikolai.itch.io,Released,,"Windows, macOS",,,4.4,,Platformer,Unity,"artgame, Female Protagonist, fps-platformer, LGBT, Sci-fi, Story Rich, Surreal, Unity, weird",About a half-hour,English,,,,5
978602,https://lucis-triad-games.itch.io/out-of-a-line,https://img.itch.zone/aW1nLzU1NjA0NzIuanBn/315x250%23c/HDl4%2Fr.jpg,Out Of A-Line [DEMO],#16caa8,#884414,#efd0a8,#9f7164,#5b3827,#d6b0b5,,"Demo made for NaNoReNo 2021. Out Of A-Line is a visual novel in development about fashion, love, and friendship.",Luci's Triad Games,https://lucis-triad-games.itch.io,In development,,"Windows, macOS, Linux",,,5,,Visual Novel,,"2D, Cute, Dating Sim, LGBT, Otome, Queer, renpy, Romance, Slice Of Life",,,,,,5
689644,https://zoy.itch.io/cispenance,https://img.itch.zone/aW1nLzQzMzIyMTAucG5n/315x250%23c/LzadrM.png,(Early access) Cis Penance: Transgender Lives in Wait in the UK,#eadd24,#615d18,#d4d2a1,#9a9855,#454444,#cccc9a,,A big collection of interactive portraits of trans people in the UK,Zoyander Street,https://zoy.itch.io,In development,,HTML5,,,4.8,,Interactive Fiction,,"LGBT, LGBTQIA, non-fiction, Transgender",About a half-hour,English,Mouse,,,5
778180,https://chasecubed.itch.io/kissed-by-the-stars,https://img.itch.zone/aW1nLzQzNTM2NjEucG5n/315x250%23c/7UQMJ%2B.png,Kissed by the Stars,#50ae53,#1c3d1d,#a4d5a5,#719163,#244424,#306831,,Experience a chapter of the life of the magical Monster Doctor,chasecubed,https://chasecubed.itch.io,Prototype,,"Windows, macOS",,,4.8,,Visual Novel,,"Boys' Love, Fantasy, Gay, LGBT, LGBTQIA, Romance",,,,,,5
1159727,https://myosotisghost.itch.io/the-forest-deep,https://img.itch.zone/aW1nLzgwODI2MTUucG5n/315x250%23c/fhtDl6.png,The Forest Deep,#d89c8c,#250706,#f1d7d3,#997268,#624334,#ccabaa,,A short story about going into the forest alone... And getting into a situation more complicated than you bargained for.,myosotis✧ghost,https://myosotisghost.itch.io,Released,1 day ago,"Windows, macOS, Linux",,,5,,Visual Novel,,"Atmospheric, Creepy, Dark, Fantasy, LGBT, Psychological Horror, Short, Story Rich, suspense",,,,,,5
1351644,https://anjach.itch.io/lump-in-my-throat,https://img.itch.zone/aW1nLzc4Njc5NDUucG5n/315x250%23c/vXWh3O.png,Lump in My Throat,#58bcc4,#30696f,#94e4e4,#58a4ac,#357474,#b7d3d5,,A trans girl has a rough day.,Anjach,https://anjach.itch.io,Released,,Windows,,,4.8,,"Visual Novel, Interactive Fiction",Ren'Py,"Casual, depression, Lesbian, LGBT, Queer, renpy, Short, Transgender",A few minutes,English,"Mouse, Touchscreen",,,5
171207,https://frikitty.itch.io/ppla,https://img.itch.zone/aW1hZ2UvMTcxMjA3Lzc5NzY4MC5naWY=/315x250%23cm/UNrrSK.gif,Prepárate para la aventura / Prepare for adventure,#d4cc84,#625b22,#e4ccb4,#a17c66,#6e4f3c,#d3c0a9,,No te puedes ir por ahí de aventura a lo loco,FriKitty,https://frikitty.itch.io,Released,,Windows,,,5,,Adventure,RPG Maker,"2D, Comedy, Exploration, Fantasy, Female Protagonist, LGBT, Multiple Endings, no-battles, RPG Maker",About an hour,"English, Spanish; Castilian","Keyboard, Mouse, Touchscreen",,https://twitter.com/CeciDibujera,5
351902,https://portrait-prophecies.itch.io/dead-blood,https://img.itch.zone/aW1nLzE3NTIzNzcucG5n/315x250%23c/blQKZv.png,Dead Blood,#f10d0d,#460404,#f78181,#616d61,#363c47,#900808,,A dark adventure game about intervention,Portrait Prophecies,https://portrait-prophecies.itch.io,Released,,"Windows, HTML5",,,4.4,,Adventure,"Construct, Aseprite, Audacity","Abstract, Atmospheric, Creepy, Dreams, Female Protagonist, Horror, LGBT, Slasher, Story Rich, Transgender",A few minutes,English,Keyboard,Subtitles,,5
267741,https://suicidetoro.itch.io/spicy-boyfriend,https://img.itch.zone/aW1hZ2UvMjY3NzQxLzEyOTExODUucG5n/315x250%23c/o1aHO2.png,Spicy Boyfriend,#d310ee,#6d087b,#f2b8fa,#7e0a8e,#7e0a8e,#7e0a8e,,"Explore a little, get yourself a nice dude ;)",SuicideToro,https://suicidetoro.itch.io,In development,,Windows,,,3.8,,Adventure,,"LGBT, pastel, Romance, RPG Maker",,,,,,5
113616,https://sugartronics.itch.io/shans-salty-seamen,https://img.itch.zone/aW1hZ2UvMTEzNjE2LzUyNjc2NC5wbmc=/315x250%23c/nFptKq.png,Shan's Salty Seamen,#42dcda,#197075,#ecb886,#509082,#306c64,#bfa17d,,help a merman lure sailors to their doom,sugartronics,https://sugartronics.itch.io,Released,,"Windows, macOS",,,5,,,,"Global Game Jam, Hand-drawn, LGBT, Pirates, voice-controlled",,,,,,5
32207,https://natbird.itch.io/moon-tree,https://img.itch.zone/aW1hZ2UvMzIyMDcvMTM3NDExLnBuZw==/315x250%23c/%2BKpkR7.png,Moon Tree (IGMC 2015),#e3ed2c,#043c2c,#eef484,#868c0c,#36592c,#868c0c,,Something's wrong on Station 34. An adventure game originally created for IGMC 2015.,natbird,https://natbird.itch.io,In development,,Windows,,"Aug 07, 2015",4.2,"natbird, zeke",Adventure,,"Exploration, Game Boy, Gay, LGBT, Sci-fi",About a half-hour,English,Keyboard,,,5
508692,https://crescendo.itch.io/cafe-bouvardie,https://img.itch.zone/aW1nLzM2MDg3MDcucG5n/315x250%23c/ZhJpJS.png,Café Bouvardie,#4c4cb2,#0c0c1c,#a2a2d7,#8b8c74,#3c3c4c,#c1c1be,,"A short story about time travel, coffee, and finding your place in the world.",Crescendo,https://crescendo.itch.io,Released,,"Windows, macOS, Linux",,,4.6,,Visual Novel,Ren'Py,"LGBT, Sci-fi, Short, Time Travel",About an hour,English,"Keyboard, Mouse",,,5
16751,https://glitteryanimal.itch.io/teenage-gaywad,https://img.itch.zone/aW1hZ2UvMTY3NTEvNjExNzkuanBn/315x250%23c/A%2FUYhm.jpg,Teenage Gaywad,#ac38c6,#580f79,#df7ff4,#aa72bc,#631088,#750c8c,,A Twine about being a cool queer teen,Xandir,https://glitteryanimal.itch.io,,,,,,4,,"Adventure, Interactive Fiction",Twine,"Funny, LGBT, Twine",,,,,,5
196224,https://recarmdran.itch.io/deathversary,https://img.itch.zone/aW1hZ2UvMTk2MjI0LzkxOTAyNC5wbmc=/315x250%23c/mPaECe.png,deathversary,#74acc4,#1c4c5e,#e4f4fc,#6a90a0,#2d5265,#96bece,,small visual novel about a boy and his ghost boyfriend,Yarrow,https://recarmdran.itch.io,Prototype,,"Windows, macOS, Linux",,,4.6,,Visual Novel,Ren'Py,"Cute, Dating Sim, LGBT, renpy, Romance, Slice Of Life",A few minutes,English,,,,5
672715,https://lemouf.itch.io/our-walls-story,https://img.itch.zone/aW1nLzM2OTY1NzQucG5n/315x250%23c/TUxdLB.png,Our Walls' Story,#f4d73e,#843128,#e8cc96,#9b4f8e,#2d4f62,#9ccfc8,,Emotionnal Roller Coaster on mobile,leMouf,https://lemouf.itch.io,Released,,"Windows, Android",,,5,"leMouf, SlyBebop (Thomas Imbert), Marion Perret, Brikou, Alimelody",Visual Novel,,"2D, LGBT, Narrative, Romance, Short, Unity",,,,,,5
